time,P,
20130402:0300,0,
20130402:0400,0,
20130402:0500,0,
20130402:0600,0,
20130402:0700,0,
20130402:0800,0,
20130402:0900,0,
20130402:1000,0,
20130402:1100,3.68,
20130402:1200,95.22,
20130402:1300,256.94,
20130402:1400,333.96,
20130402:1500,350.92,
20130402:1600,744.58,
20130402:1700,621.75,
20130402:1800,765.64,
20130402:1900,693.7,
20130402:2000,564.29,
20130402:2100,370.4,
20130402:2200,102.88,
20130402:2300,0,
20130403:0000,0,
20130403:0100,0,
20130403:0200,0,
20130403:0300,0,
20130403:0400,0,
20130403:0500,0,
20130403:0600,0,
20130403:0700,0,
20130403:0800,0,
20130403:0900,0,
20130403:1000,0,
20130403:1100,29.22,
20130403:1200,97.23,
20130403:1300,307.07,
20130403:1400,502.85,
20130403:1500,650.12,
20130403:1600,743.11,
20130403:1700,782.45,
20130403:1800,766.45,
20130403:1900,698.03,
20130403:2000,569.23,
20130403:2100,374.1,
20130403:2200,104.16,
20130403:2300,0,
20130404:0000,0,
20130404:0100,0,
20130404:0200,0,
20130404:0300,0,
20130404:0400,0,
20130404:0500,0,
20130404:0600,0,
20130404:0700,0,
20130404:0800,0,
20130404:0900,0,
20130404:1000,0,
20130404:1100,30.83,
20130404:1200,102.25,
20130404:1300,308.05,
20130404:1400,499.22,
20130404:1500,643.69,
20130404:1600,198.67,
20130404:1700,253.66,
20130404:1800,482.42,
20130404:1900,106.41,
20130404:2000,264.56,
20130404:2100,360.59,
20130404:2200,90.87,
20130404:2300,0,
20130405:0000,0,
20130405:0100,0,
20130405:0200,0,
20130405:0300,0,
20130405:0400,0,
20130405:0500,0,
20130405:0600,0,
20130405:0700,0,
20130405:0800,0,
20130405:0900,0,
20130405:1000,0,
20130405:1100,31.64,
20130405:1200,104.26,
20130405:1300,309.08,
20130405:1400,498.3,
20130405:1500,638.89,
20130405:1600,483.29,
20130405:1700,767.89,
20130405:1800,752.1,
20130405:1900,682.54,
20130405:2000,553.37,
20130405:2100,357.56,
20130405:2200,90.61,
20130405:2300,0,
20130406:0000,0,
20130406:0100,0,
20130406:0200,0,
20130406:0300,0,
20130406:0400,0,
20130406:0500,0,
20130406:0600,0,
20130406:0700,0,
20130406:0800,0,
20130406:0900,0,
20130406:1000,0,
20130406:1100,32.19,
20130406:1200,105.19,
20130406:1300,308.8,
20130406:1400,497.88,
20130406:1500,641.22,
20130406:1600,729.92,
20130406:1700,764.57,
20130406:1800,745.61,
20130406:1900,676.53,
20130406:2000,547.35,
20130406:2100,351.74,
20130406:2200,87.57,
20130406:2300,0,
20130407:0000,0,
20130407:0100,0,
20130407:0200,0,
20130407:0300,0,
20130407:0400,0,
20130407:0500,0,
20130407:0600,0,
20130407:0700,0,
20130407:0800,0,
20130407:0900,0,
20130407:1000,0,
20130407:1100,33.67,
20130407:1200,106.91,
20130407:1300,308.9,
20130407:1400,496.53,
20130407:1500,638.11,
20130407:1600,728.74,
20130407:1700,766.61,
20130407:1800,749.9,
20130407:1900,678.88,
20130407:2000,548.23,
20130407:2100,352.29,
20130407:2200,85.43,
20130407:2300,0,
20130408:0000,0,
20130408:0100,0,
20130408:0200,0,
20130408:0300,0,
20130408:0400,0,
20130408:0500,0,
20130408:0600,0,
20130408:0700,0,
20130408:0800,0,
20130408:0900,0,
20130408:1000,0,
20130408:1100,34.5,
20130408:1200,109.57,
20130408:1300,312.95,
20130408:1400,501.49,
20130408:1500,642.06,
20130408:1600,478.36,
20130408:1700,771.54,
20130408:1800,754.92,
20130408:1900,685.39,
20130408:2000,553.47,
20130408:2100,355.04,
20130408:2200,86.29,
20130408:2300,0,
20130409:0000,0,
20130409:0100,0,
20130409:0200,0,
20130409:0300,0,
20130409:0400,0,
20130409:0500,0,
20130409:0600,0,
20130409:0700,0,
20130409:0800,0,
20130409:0900,0,
20130409:1000,0,
20130409:1100,30.78,
20130409:1200,111.78,
20130409:1300,315.53,
20130409:1400,504.04,
20130409:1500,646.28,
20130409:1600,735.68,
20130409:1700,771.52,
20130409:1800,343.32,
20130409:1900,681.92,
20130409:2000,550.99,
20130409:2100,353.52,
20130409:2200,84.78,
20130409:2300,0,
20130410:0000,0,
20130410:0100,0,
20130410:0200,0,
20130410:0300,0,
20130410:0400,0,
20130410:0500,0,
20130410:0600,0,
20130410:0700,0,
20130410:0800,0,
20130410:0900,0,
20130410:1000,0,
20130410:1100,15.66,
20130410:1200,57.99,
20130410:1300,218.94,
20130410:1400,507.1,
20130410:1500,555.6,
20130410:1600,468.25,
20130410:1700,521.23,
20130410:1800,750.66,
20130410:1900,680.6,
20130410:2000,550.28,
20130410:2100,351.68,
20130410:2200,84.06,
20130410:2300,0,
20130411:0000,0,
20130411:0100,0,
20130411:0200,0,
20130411:0300,0,
20130411:0400,0,
20130411:0500,0,
20130411:0600,0,
20130411:0700,0,
20130411:0800,0,
20130411:0900,0,
20130411:1000,0,
20130411:1100,4.81,
20130411:1200,114.54,
20130411:1300,318.22,
20130411:1400,504.95,
20130411:1500,643.88,
20130411:1600,731.81,
20130411:1700,765.75,
20130411:1800,745.17,
20130411:1900,424.8,
20130411:2000,213.38,
20130411:2100,346.13,
20130411:2200,80.75,
20130411:2300,0,
20130412:0000,0,
20130412:0100,0,
20130412:0200,0,
20130412:0300,0,
20130412:0400,0,
20130412:0500,0,
20130412:0600,0,
20130412:0700,0,
20130412:0800,0,
20130412:0900,0,
20130412:1000,0,
20130412:1100,36.95,
20130412:1200,114.79,
20130412:1300,316.75,
20130412:1400,502.07,
20130412:1500,639.41,
20130412:1600,726.17,
20130412:1700,758.45,
20130412:1800,737.09,
20130412:1900,486.77,
20130412:2000,535.95,
20130412:2100,203.22,
20130412:2200,79.48,
20130412:2300,0,
20130413:0000,0,
20130413:0100,0,
20130413:0200,0,
20130413:0300,0,
20130413:0400,0,
20130413:0500,0,
20130413:0600,0,
20130413:0700,0,
20130413:0800,0,
20130413:0900,0,
20130413:1000,0,
20130413:1100,8.34,
20130413:1200,72.15,
20130413:1300,235.61,
20130413:1400,282.49,
20130413:1500,465.18,
20130413:1600,396.05,
20130413:1700,477.87,
20130413:1800,532.12,
20130413:1900,664.47,
20130413:2000,275.87,
20130413:2100,112.93,
20130413:2200,75.04,
20130413:2300,0,
20130414:0000,0,
20130414:0100,0,
20130414:0200,0,
20130414:0300,0,
20130414:0400,0,
20130414:0500,0,
20130414:0600,0,
20130414:0700,0,
20130414:0800,0,
20130414:0900,0,
20130414:1000,0,
20130414:1100,37.44,
20130414:1200,116.24,
20130414:1300,314.15,
20130414:1400,496.79,
20130414:1500,634.57,
20130414:1600,722.47,
20130414:1700,757.26,
20130414:1800,285.83,
20130414:1900,332.75,
20130414:2000,532.77,
20130414:2100,335.85,
20130414:2200,76.59,
20130414:2300,0,
20130415:0000,0,
20130415:0100,0,
20130415:0200,0,
20130415:0300,0,
20130415:0400,0,
20130415:0500,0,
20130415:0600,0,
20130415:0700,0,
20130415:0800,0,
20130415:0900,0,
20130415:1000,0,
20130415:1100,38.21,
20130415:1200,133.29,
20130415:1300,309.35,
20130415:1400,423.35,
20130415:1500,562.7,
20130415:1600,546.64,
20130415:1700,626.09,
20130415:1800,597.92,
20130415:1900,548.92,
20130415:2000,537.64,
20130415:2100,147.04,
20130415:2200,72.17,
20130415:2300,0,
20130416:0000,0,
20130416:0100,0,
20130416:0200,0,
20130416:0300,0,
20130416:0400,0,
20130416:0500,0,
20130416:0600,0,
20130416:0700,0,
20130416:0800,0,
20130416:0900,0,
20130416:1000,0,
20130416:1100,38.98,
20130416:1200,118.74,
20130416:1300,230.37,
20130416:1400,401.73,
20130416:1500,513.38,
20130416:1600,718.33,
20130416:1700,749.89,
20130416:1800,468.77,
20130416:1900,404.04,
20130416:2000,526.4,
20130416:2100,84.63,
20130416:2200,27.97,
20130416:2300,0,
20130417:0000,0,
20130417:0100,0,
20130417:0200,0,
20130417:0300,0,
20130417:0400,0,
20130417:0500,0,
20130417:0600,0,
20130417:0700,0,
20130417:0800,0,
20130417:0900,0,
20130417:1000,0,
20130417:1100,0,
20130417:1200,57.82,
20130417:1300,205.01,
20130417:1400,375.28,
20130417:1500,501.31,
20130417:1600,538.91,
20130417:1700,532.76,
20130417:1800,467.74,
20130417:1900,158.8,
20130417:2000,81.87,
20130417:2100,77.88,
20130417:2200,3.71,
20130417:2300,0,
20130418:0000,0,
20130418:0100,0,
20130418:0200,0,
20130418:0300,0,
20130418:0400,0,
20130418:0500,0,
20130418:0600,0,
20130418:0700,0,
20130418:0800,0,
20130418:0900,0,
20130418:1000,0,
20130418:1100,0.8,
20130418:1200,59.64,
20130418:1300,248.21,
20130418:1400,416.27,
20130418:1500,507.91,
20130418:1600,466.6,
20130418:1700,516.9,
20130418:1800,181.44,
20130418:1900,73.41,
20130418:2000,255.63,
20130418:2100,320.57,
20130418:2200,69.38,
20130418:2300,0,
20130419:0000,0,
20130419:0100,0,
20130419:0200,0,
20130419:0300,0,
20130419:0400,0,
20130419:0500,0,
20130419:0600,0,
20130419:0700,0,
20130419:0800,0,
20130419:0900,0,
20130419:1000,0,
20130419:1100,26.36,
20130419:1200,132.29,
20130419:1300,299.43,
20130419:1400,433.8,
20130419:1500,479.3,
20130419:1600,624.47,
20130419:1700,274.1,
20130419:1800,608.4,
20130419:1900,445.86,
20130419:2000,268.47,
20130419:2100,134.1,
20130419:2200,21.3,
20130419:2300,0,
20130420:0000,0,
20130420:0100,0,
20130420:0200,0,
20130420:0300,0,
20130420:0400,0,
20130420:0500,0,
20130420:0600,0,
20130420:0700,0,
20130420:0800,0,
20130420:0900,0,
20130420:1000,0,
20130420:1100,36.15,
20130420:1200,130.24,
20130420:1300,282.61,
20130420:1400,434.81,
20130420:1500,493.14,
20130420:1600,617.46,
20130420:1700,581.42,
20130420:1800,316.08,
20130420:1900,462.77,
20130420:2000,246.88,
20130420:2100,254.34,
20130420:2200,77.54,
20130420:2300,0,
20130421:0000,0,
20130421:0100,0,
20130421:0200,0,
20130421:0300,0,
20130421:0400,0,
20130421:0500,0,
20130421:0600,0,
20130421:0700,0,
20130421:0800,0,
20130421:0900,0,
20130421:1000,0,
20130421:1100,36.95,
20130421:1200,52.37,
20130421:1300,76.96,
20130421:1400,394.27,
20130421:1500,633.27,
20130421:1600,416.34,
20130421:1700,189.86,
20130421:1800,626.26,
20130421:1900,477.72,
20130421:2000,252.56,
20130421:2100,213.85,
20130421:2200,37.57,
20130421:2300,0,
20130422:0000,0,
20130422:0100,0,
20130422:0200,0,
20130422:0300,0,
20130422:0400,0,
20130422:0500,0,
20130422:0600,0,
20130422:0700,0,
20130422:0800,0,
20130422:0900,0,
20130422:1000,0,
20130422:1100,41.08,
20130422:1200,124.53,
20130422:1300,326.59,
20130422:1400,424.58,
20130422:1500,331.24,
20130422:1600,294.1,
20130422:1700,479.71,
20130422:1800,175.95,
20130422:1900,491.71,
20130422:2000,275.83,
20130422:2100,341.31,
20130422:2200,82.29,
20130422:2300,0,
20130423:0000,0,
20130423:0100,0,
20130423:0200,0,
20130423:0300,0,
20130423:0400,0,
20130423:0500,0,
20130423:0600,0,
20130423:0700,0,
20130423:0800,0,
20130423:0900,0,
20130423:1000,0,
20130423:1100,38.61,
20130423:1200,139.74,
20130423:1300,295.54,
20130423:1400,402.52,
20130423:1500,541.19,
20130423:1600,523.67,
20130423:1700,430.28,
20130423:1800,299.17,
20130423:1900,408.52,
20130423:2000,229.19,
20130423:2100,109.52,
20130423:2200,19.71,
20130423:2300,0,
20130424:0000,0,
20130424:0100,0,
20130424:0200,0,
20130424:0300,0,
20130424:0400,0,
20130424:0500,0,
20130424:0600,0,
20130424:0700,0,
20130424:0800,0,
20130424:0900,0,
20130424:1000,0,
20130424:1100,21.25,
20130424:1200,122.15,
20130424:1300,217.92,
20130424:1400,145.35,
20130424:1500,161.01,
20130424:1600,316.27,
20130424:1700,301.53,
20130424:1800,254.95,
20130424:1900,104.25,
20130424:2000,175.41,
20130424:2100,83.74,
20130424:2200,21.46,
20130424:2300,0,
20130425:0000,0,
20130425:0100,0,
20130425:0200,0,
20130425:0300,0,
20130425:0400,0,
20130425:0500,0,
20130425:0600,0,
20130425:0700,0,
20130425:0800,0,
20130425:0900,0,
20130425:1000,0,
20130425:1100,38.85,
20130425:1200,108.07,
20130425:1300,227.94,
20130425:1400,371.28,
20130425:1500,283.89,
20130425:1600,547.59,
20130425:1700,500.46,
20130425:1800,258.06,
20130425:1900,193.1,
20130425:2000,62.55,
20130425:2100,34.22,
20130425:2200,20.88,
20130425:2300,0,
20130426:0000,0,
20130426:0100,0,
20130426:0200,0,
20130426:0300,0,
20130426:0400,0,
20130426:0500,0,
20130426:0600,0,
20130426:0700,0,
20130426:0800,0,
20130426:0900,0,
20130426:1000,0,
20130426:1100,17.94,
20130426:1200,75.77,
20130426:1300,99.4,
20130426:1400,383.93,
20130426:1500,395.37,
20130426:1600,493.87,
20130426:1700,431.18,
20130426:1800,235.48,
20130426:1900,204.83,
20130426:2000,128.46,
20130426:2100,143.94,
20130426:2200,18.77,
20130426:2300,0,
20130427:0000,0,
20130427:0100,0,
20130427:0200,0,
20130427:0300,0,
20130427:0400,0,
20130427:0500,0,
20130427:0600,0,
20130427:0700,0,
20130427:0800,0,
20130427:0900,0,
20130427:1000,0,
20130427:1100,38.63,
20130427:1200,133.34,
20130427:1300,209.29,
20130427:1400,180.22,
20130427:1500,269.4,
20130427:1600,92.61,
20130427:1700,536.55,
20130427:1800,152.22,
20130427:1900,196.24,
20130427:2000,240.06,
20130427:2100,110.99,
20130427:2200,23.81,
20130427:2300,0,
20130428:0000,0,
20130428:0100,0,
20130428:0200,0,
20130428:0300,0,
20130428:0400,0,
20130428:0500,0,
20130428:0600,0,
20130428:0700,0,
20130428:0800,0,
20130428:0900,0,
20130428:1000,0,
20130428:1100,25.8,
20130428:1200,119.64,
20130428:1300,150.78,
20130428:1400,346.79,
20130428:1500,287.34,
20130428:1600,401.4,
20130428:1700,266.03,
20130428:1800,231.37,
20130428:1900,244.91,
20130428:2000,277.57,
20130428:2100,43.39,
20130428:2200,26.69,
20130428:2300,0,
20130429:0000,0,
20130429:0100,0,
20130429:0200,0,
20130429:0300,0,
20130429:0400,0,
20130429:0500,0,
20130429:0600,0,
20130429:0700,0,
20130429:0800,0,
20130429:0900,0,
20130429:1000,0,
20130429:1100,28.71,
20130429:1200,143.11,
20130429:1300,292.71,
20130429:1400,309.2,
20130429:1500,435.5,
20130429:1600,230.96,
20130429:1700,494.19,
20130429:1800,432.84,
20130429:1900,317.5,
20130429:2000,205.26,
20130429:2100,112.62,
20130429:2200,34.23,
20130429:2300,0,
20130430:0000,0,
20130430:0100,0,
20130430:0200,0,
20130430:0300,0,
20130430:0400,0,
20130430:0500,0,
20130430:0600,0,
20130430:0700,0,
20130430:0800,0,
20130430:0900,0,
20130430:1000,0,
20130430:1100,0,
20130430:1200,0.44,
20130430:1300,62.16,
20130430:1400,114.09,
20130430:1500,175.22,
20130430:1600,186.88,
20130430:1700,218.78,
20130430:1800,183.87,
20130430:1900,185.73,
20130430:2000,210.09,
20130430:2100,163.93,
20130430:2200,52.82,
20130430:2300,0,
20130501:0000,0,
20130501:0100,0,
20130501:0200,0,
20130501:0300,0,
20130501:0400,0,
20130501:0500,0,
20130501:0600,0,
20130501:0700,0,
20130501:0800,0,
20130501:0900,0,
20130501:1000,0,
20130501:1100,10.31,
20130501:1200,125.28,
20130501:1300,322.84,
20130501:1400,186.42,
20130501:1500,203.62,
20130501:1600,543.47,
20130501:1700,540.6,
20130501:1800,510.7,
20130501:1900,404.66,
20130501:2000,545.69,
20130501:2100,160.12,
20130501:2200,103.86,
20130501:2300,0,
20130502:0000,0,
20130502:0100,0,
20130502:0200,0,
20130502:0300,0,
20130502:0400,0,
20130502:0500,0,
20130502:0600,0,
20130502:0700,0,
20130502:0800,0,
20130502:0900,0,
20130502:1000,0,
20130502:1100,42.34,
20130502:1200,98.17,
20130502:1300,294.13,
20130502:1400,407.53,
20130502:1500,475.06,
20130502:1600,593.5,
20130502:1700,517.98,
20130502:1800,462.24,
20130502:1900,318.09,
20130502:2000,216.62,
20130502:2100,166.3,
20130502:2200,43.65,
20130502:2300,0,
20130503:0000,0,
20130503:0100,0,
20130503:0200,0,
20130503:0300,0,
20130503:0400,0,
20130503:0500,0,
20130503:0600,0,
20130503:0700,0,
20130503:0800,0,
20130503:0900,0,
20130503:1000,0,
20130503:1100,9,
20130503:1200,81.13,
20130503:1300,95.29,
20130503:1400,39.85,
20130503:1500,78.92,
20130503:1600,146.14,
20130503:1700,241.73,
20130503:1800,265.05,
20130503:1900,205.88,
20130503:2000,447.21,
20130503:2100,228.5,
20130503:2200,60.82,
20130503:2300,0,
20130504:0000,0,
20130504:0100,0,
20130504:0200,0,
20130504:0300,0,
20130504:0400,0,
20130504:0500,0,
20130504:0600,0,
20130504:0700,0,
20130504:0800,0,
20130504:0900,0,
20130504:1000,0,
20130504:1100,33.74,
20130504:1200,116.2,
20130504:1300,319.26,
20130504:1400,496.65,
20130504:1500,627.23,
20130504:1600,468.29,
20130504:1700,737.65,
20130504:1800,716.96,
20130504:1900,328.03,
20130504:2000,91.63,
20130504:2100,250.57,
20130504:2200,71.83,
20130504:2300,0,
20130505:0000,0,
20130505:0100,0,
20130505:0200,0,
20130505:0300,0,
20130505:0400,0,
20130505:0500,0,
20130505:0600,0,
20130505:0700,0,
20130505:0800,0,
20130505:0900,0,
20130505:1000,0,
20130505:1100,0,
20130505:1200,15.7,
20130505:1300,133.18,
20130505:1400,173.57,
20130505:1500,308.73,
20130505:1600,273.58,
20130505:1700,459.63,
20130505:1800,510.58,
20130505:1900,453.61,
20130505:2000,312.69,
20130505:2100,61.22,
20130505:2200,14.53,
20130505:2300,0,
20130506:0000,0,
20130506:0100,0,
20130506:0200,0,
20130506:0300,0,
20130506:0400,0,
20130506:0500,0,
20130506:0600,0,
20130506:0700,0,
20130506:0800,0,
20130506:0900,0,
20130506:1000,0,
20130506:1100,34.45,
20130506:1200,134.03,
20130506:1300,201.86,
20130506:1400,93.39,
20130506:1500,272.63,
20130506:1600,100.8,
20130506:1700,45.52,
20130506:1800,114.5,
20130506:1900,154.77,
20130506:2000,230.27,
20130506:2100,182.36,
20130506:2200,23.08,
20130506:2300,0,
20130507:0000,0,
20130507:0100,0,
20130507:0200,0,
20130507:0300,0,
20130507:0400,0,
20130507:0500,0,
20130507:0600,0,
20130507:0700,0,
20130507:0800,0,
20130507:0900,0,
20130507:1000,0,
20130507:1100,14.99,
20130507:1200,137.04,
20130507:1300,300.11,
20130507:1400,401.49,
20130507:1500,526.85,
20130507:1600,578,
20130507:1700,555.25,
20130507:1800,573.52,
20130507:1900,477.83,
20130507:2000,355.06,
20130507:2100,96.03,
20130507:2200,12.27,
20130507:2300,0,
20130508:0000,0,
20130508:0100,0,
20130508:0200,0,
20130508:0300,0,
20130508:0400,0,
20130508:0500,0,
20130508:0600,0,
20130508:0700,0,
20130508:0800,0,
20130508:0900,0,
20130508:1000,0,
20130508:1100,32.19,
20130508:1200,132.64,
20130508:1300,323.63,
20130508:1400,342.27,
20130508:1500,536.22,
20130508:1600,98.55,
20130508:1700,138.75,
20130508:1800,279.23,
20130508:1900,679.75,
20130508:2000,557.94,
20130508:2100,374.5,
20130508:2200,138.94,
20130508:2300,0,
20130509:0000,0,
20130509:0100,0,
20130509:0200,0,
20130509:0300,0,
20130509:0400,0,
20130509:0500,0,
20130509:0600,0,
20130509:0700,0,
20130509:0800,0,
20130509:0900,0,
20130509:1000,0,
20130509:1100,35.43,
20130509:1200,120.36,
20130509:1300,328.7,
20130509:1400,364.82,
20130509:1500,640.79,
20130509:1600,724.27,
20130509:1700,756.16,
20130509:1800,736.69,
20130509:1900,669.56,
20130509:2000,545.96,
20130509:2100,363.77,
20130509:2200,129,
20130509:2300,0,
20130510:0000,0,
20130510:0100,0,
20130510:0200,0,
20130510:0300,0,
20130510:0400,0,
20130510:0500,0,
20130510:0600,0,
20130510:0700,0,
20130510:0800,0,
20130510:0900,0,
20130510:1000,0,
20130510:1100,32.96,
20130510:1200,117.17,
20130510:1300,300.23,
20130510:1400,510.64,
20130510:1500,512.94,
20130510:1600,551.53,
20130510:1700,594.15,
20130510:1800,567.87,
20130510:1900,554.1,
20130510:2000,311.19,
20130510:2100,373.89,
20130510:2200,143.85,
20130510:2300,0,
20130511:0000,0,
20130511:0100,0,
20130511:0200,0,
20130511:0300,0,
20130511:0400,0,
20130511:0500,0,
20130511:0600,0,
20130511:0700,0,
20130511:0800,0,
20130511:0900,0,
20130511:1000,0,
20130511:1100,32.99,
20130511:1200,118.92,
20130511:1300,329,
20130511:1400,510.87,
20130511:1500,644.36,
20130511:1600,728.53,
20130511:1700,762.09,
20130511:1800,744.42,
20130511:1900,678.88,
20130511:2000,558.3,
20130511:2100,377.93,
20130511:2200,147.63,
20130511:2300,0,
20130512:0000,0,
20130512:0100,0,
20130512:0200,0,
20130512:0300,0,
20130512:0400,0,
20130512:0500,0,
20130512:0600,0,
20130512:0700,0,
20130512:0800,0,
20130512:0900,0,
20130512:1000,0,
20130512:1100,44.43,
20130512:1200,144.86,
20130512:1300,283.62,
20130512:1400,441.9,
20130512:1500,505.69,
20130512:1600,586.26,
20130512:1700,499.82,
20130512:1800,470.2,
20130512:1900,550.58,
20130512:2000,320.38,
20130512:2100,283,
20130512:2200,37.14,
20130512:2300,0,
20130513:0000,0,
20130513:0100,0,
20130513:0200,0,
20130513:0300,0,
20130513:0400,0,
20130513:0500,0,
20130513:0600,0,
20130513:0700,0,
20130513:0800,0,
20130513:0900,0,
20130513:1000,0,
20130513:1100,24.8,
20130513:1200,85.81,
20130513:1300,274.03,
20130513:1400,505.76,
20130513:1500,640.02,
20130513:1600,727.05,
20130513:1700,763.68,
20130513:1800,748.88,
20130513:1900,682.36,
20130513:2000,559.8,
20130513:2100,377.37,
20130513:2200,149.01,
20130513:2300,0,
20130514:0000,0,
20130514:0100,0,
20130514:0200,0,
20130514:0300,0,
20130514:0400,0,
20130514:0500,0,
20130514:0600,0,
20130514:0700,0,
20130514:0800,0,
20130514:0900,0,
20130514:1000,0,
20130514:1100,33.69,
20130514:1200,93.21,
20130514:1300,270.98,
20130514:1400,501.38,
20130514:1500,633.28,
20130514:1600,717.73,
20130514:1700,752.57,
20130514:1800,736.4,
20130514:1900,671.07,
20130514:2000,551.29,
20130514:2100,372.64,
20130514:2200,147.4,
20130514:2300,0,
20130515:0000,0,
20130515:0100,0,
20130515:0200,0,
20130515:0300,0,
20130515:0400,0,
20130515:0500,0,
20130515:0600,0,
20130515:0700,0,
20130515:0800,0,
20130515:0900,0,
20130515:1000,0,
20130515:1100,30.61,
20130515:1200,144.04,
20130515:1300,253.78,
20130515:1400,501.79,
20130515:1500,385.67,
20130515:1600,551.4,
20130515:1700,550.36,
20130515:1800,732.81,
20130515:1900,666.89,
20130515:2000,546.5,
20130515:2100,368.01,
20130515:2200,143.6,
20130515:2300,0,
20130516:0000,0,
20130516:0100,0,
20130516:0200,0,
20130516:0300,0,
20130516:0400,0,
20130516:0500,0,
20130516:0600,0,
20130516:0700,0,
20130516:0800,0,
20130516:0900,0,
20130516:1000,0,
20130516:1100,34.43,
20130516:1200,146.28,
20130516:1300,248.61,
20130516:1400,440.27,
20130516:1500,476.86,
20130516:1600,592.57,
20130516:1700,570.55,
20130516:1800,611.85,
20130516:1900,558.03,
20130516:2000,386.33,
20130516:2100,323.34,
20130516:2200,66,
20130516:2300,0,
20130517:0000,0,
20130517:0100,0,
20130517:0200,0,
20130517:0300,0,
20130517:0400,0,
20130517:0500,0,
20130517:0600,0,
20130517:0700,0,
20130517:0800,0,
20130517:0900,0,
20130517:1000,0,
20130517:1100,35.15,
20130517:1200,145.37,
20130517:1300,290.08,
20130517:1400,417.72,
20130517:1500,553.63,
20130517:1600,616.03,
20130517:1700,636.88,
20130517:1800,495.66,
20130517:1900,445.21,
20130517:2000,447.15,
20130517:2100,321.26,
20130517:2200,95.09,
20130517:2300,0,
20130518:0000,0,
20130518:0100,0,
20130518:0200,0,
20130518:0300,0,
20130518:0400,0,
20130518:0500,0,
20130518:0600,0,
20130518:0700,0,
20130518:0800,0,
20130518:0900,0,
20130518:1000,0,
20130518:1100,42.67,
20130518:1200,141.91,
20130518:1300,117.78,
20130518:1400,362.92,
20130518:1500,423.78,
20130518:1600,586.79,
20130518:1700,539.55,
20130518:1800,554.57,
20130518:1900,395.93,
20130518:2000,552.32,
20130518:2100,373.6,
20130518:2200,146.06,
20130518:2300,0,
20130519:0000,0,
20130519:0100,0,
20130519:0200,0,
20130519:0300,0,
20130519:0400,0,
20130519:0500,0,
20130519:0600,0,
20130519:0700,0,
20130519:0800,0,
20130519:0900,0,
20130519:1000,0,
20130519:1100,19.76,
20130519:1200,115.4,
20130519:1300,318.97,
20130519:1400,267.04,
20130519:1500,624.2,
20130519:1600,706.22,
20130519:1700,739.05,
20130519:1800,430.82,
20130519:1900,656.26,
20130519:2000,351.45,
20130519:2100,283.13,
20130519:2200,141.36,
20130519:2300,0,
20130520:0000,0,
20130520:0100,0,
20130520:0200,0,
20130520:0300,0,
20130520:0400,0,
20130520:0500,0,
20130520:0600,0,
20130520:0700,0,
20130520:0800,0,
20130520:0900,0,
20130520:1000,0,
20130520:1100,31.33,
20130520:1200,102.76,
20130520:1300,221.18,
20130520:1400,352.25,
20130520:1500,443.27,
20130520:1600,456.04,
20130520:1700,534.8,
20130520:1800,462.93,
20130520:1900,550.15,
20130520:2000,113.65,
20130520:2100,111.93,
20130520:2200,25.09,
20130520:2300,0,
20130521:0000,0,
20130521:0100,0,
20130521:0200,0,
20130521:0300,0,
20130521:0400,0,
20130521:0500,0,
20130521:0600,0,
20130521:0700,0,
20130521:0800,0,
20130521:0900,0,
20130521:1000,0,
20130521:1100,36.94,
20130521:1200,70.11,
20130521:1300,95.54,
20130521:1400,186.48,
20130521:1500,338.85,
20130521:1600,372.58,
20130521:1700,417.62,
20130521:1800,430.76,
20130521:1900,337.31,
20130521:2000,329.39,
20130521:2100,246.37,
20130521:2200,99.82,
20130521:2300,0,
20130522:0000,0,
20130522:0100,0,
20130522:0200,0,
20130522:0300,0,
20130522:0400,0,
20130522:0500,0,
20130522:0600,0,
20130522:0700,0,
20130522:0800,0,
20130522:0900,0,
20130522:1000,0,
20130522:1100,42.08,
20130522:1200,137.05,
20130522:1300,303.03,
20130522:1400,444.37,
20130522:1500,552.77,
20130522:1600,618.55,
20130522:1700,678.99,
20130522:1800,658.04,
20130522:1900,596.31,
20130522:2000,482.66,
20130522:2100,318.82,
20130522:2200,114.51,
20130522:2300,0,
20130523:0000,0,
20130523:0100,0,
20130523:0200,0,
20130523:0300,0,
20130523:0400,0,
20130523:0500,0,
20130523:0600,0,
20130523:0700,0,
20130523:0800,0,
20130523:0900,0,
20130523:1000,0,
20130523:1100,38.13,
20130523:1200,117.35,
20130523:1300,314.31,
20130523:1400,442.39,
20130523:1500,614.27,
20130523:1600,697.16,
20130523:1700,732.11,
20130523:1800,716.68,
20130523:1900,480.62,
20130523:2000,404.39,
20130523:2100,181.97,
20130523:2200,37.71,
20130523:2300,0,
20130524:0000,0,
20130524:0100,0,
20130524:0200,0,
20130524:0300,0,
20130524:0400,0,
20130524:0500,0,
20130524:0600,0,
20130524:0700,0,
20130524:0800,0,
20130524:0900,0,
20130524:1000,0,
20130524:1100,32.82,
20130524:1200,114.88,
20130524:1300,313.18,
20130524:1400,389.87,
20130524:1500,616.19,
20130524:1600,430.8,
20130524:1700,508.31,
20130524:1800,715.6,
20130524:1900,652.35,
20130524:2000,438.75,
20130524:2100,360.24,
20130524:2200,138.15,
20130524:2300,0,
20130525:0000,0,
20130525:0100,0,
20130525:0200,0,
20130525:0300,0,
20130525:0400,0,
